Nigeria,Abia,Isuikwuato,Ngodo Ugwuele
Nigeria,Abia,Isuikwuato,Obialaugo
Nigeria,Abia,Isuikwuato,Oguduasa
Nigeria,Abia,Isuikwuato,Ovim
Nigeria,Abia,Isuikwuato,Umuasua
Nigeria,Abia,Isuikwuato,Umunnekwu 1
Nigeria,Abia,Isuikwuato,Umunnekwu 2
Nigeria,Abia,Obi Ngwa,Abala
Nigeria,Abia,Obi Ngwa,Abayi 1
Nigeria,Abia,Obi Ngwa,Abayi 2
Nigeria,Abia,Obi Ngwa,Ahiaba 5
Nigeria,Abia,Obi Ngwa,Akpa-Mbato
Nigeria,Abia,Obi Ngwa,Akumaimo
Nigeria,Abia,Obi Ngwa,Alaukwu Ohanze
Nigeria,Abia,Obi Ngwa,Isiala Itu
Nigeria,Abia,Obi Ngwa,Mgboko Amiri
Nigeria,Abia,Obi Ngwa,Mgboko Itungwa
Nigeria,Abia,Obi Ngwa,Mgboko Umuanunu 1
Nigeria,Abia,Obi Ngwa,Mgboko Umuanunu 2
Nigeria,Abia,Obi Ngwa,Ndiakata
Nigeria,Abia,Obi Ngwa,Ntighauzor
Nigeria,Abia,Ohafia,Agboji
Nigeria,Abia,Ohafia,Akanukwu
Nigeria,Abia,Ohafia,Amaibe-Ezoke
Nigeria,Abia,Ohafia,Ameke 1
Nigeria,Abia,Ohafia,Ameke 2
Nigeria,Abia,Ohafia,Amiyi/Umuokwuru
Nigeria,Abia,Ohafia,Amogudu 1
Nigeria,Abia,Ohafia,Amogudu 2
Nigeria,Abia,Ohafia,Ania
Nigeria,Abia,Ohafia,Ebemoha
Nigeria,Abia,Ohafia,Isiama
Nigeria,Abia,Ohafia,Ndi Agbor
Nigeria,Abia,Ohafia,Ndi Elu
Nigeria,Abia,Ohafia,Ndi Etiti
Nigeria,Abia,Ohafia,Ohafor
Nigeria,Abia,Ohafia,Okamu
Nigeria,Abia,Ohafia,Owuwanyanuwu
Nigeria,Abia,Ohafia,Uduma
Nigeria,Abia,Ohafia,Ugwufie
Nigeria,Abia,Osisioma Ngwa,Amaise Amapuife
Nigeria,Abia,Osisioma Ngwa,Amaitolu (Osisioma)
Nigeria,Abia,Osisioma Ngwa,Amasaa
Nigeria,Abia,Osisioma Ngwa,Amasator
Nigeria,Abia,Osisioma Ngwa,Amator
Nigeria,Abia,Osisioma Ngwa,Amavo-Nkwogu
Nigeria,Abia,Osisioma Ngwa,Arongwa
Nigeria,Abia,Osisioma Ngwa,Etiti Amavo
Nigeria,Abia,Osisioma Ngwa,Isiala Okpu
Nigeria,Abia,Osisioma Ngwa,Mbutu Umuojima
Nigeria,Abia,Osisioma Ngwa,Mbutuoma
Nigeria,Abia,Osisioma Ngwa,Ode-Ukwu
Nigeria,Abia,Osisioma Ngwa,Okpu-Umuobo
Nigeria,Abia,Osisioma Ngwa,Osokwa (Osisioma Ngwa)
Nigeria,Abia,Osisioma Ngwa,Otuobi
Nigeria,Abia,Osisioma Ngwa,Umunneise
Nigeria,Abia,Osisioma Ngwa,Uratta (Osisioma Ngwa)
Nigeria,Abia,Ugwunagbo,Abayi Mbasa
Nigeria,Abia,Ugwunagbo,Amapu-Ideobia
Nigeria,Abia,Ugwunagbo,Asa Amuhi
Nigeria,Abia,Ugwunagbo,Asa-Umunka
Nigeria,Abia,Ugwunagbo,Ihie-Obeaku
Nigeria,Abia,Ugwunagbo,Ihieukwu
Nigeria,Abia,Ugwunagbo,Ngwaiyiekwe
Nigeria,Abia,Ugwunagbo,Nkpukpuevula
Nigeria,Abia,Ugwunagbo,Obeaja
Nigeria,Abia,Ugwunagbo,Owerri-Aba
Nigeria,Abia,Ugwunagbo,Umuada
Nigeria,Abia,Ugwunagbo,Umuarukwu
Nigeria,Abia,Ugwunagbo,Umuchima
Nigeria,Abia,Ugwunagbo,Umugo
Nigeria,Abia,Ukwa East,Akwete Ohandu
Nigeria,Abia,Ukwa East,Azumini
Nigeria,Abia,Ukwa East,Ikwueke West
Nigeria,Abia,Ukwa East,Ikwuorie
Nigeria,Abia,Ukwa East,Ikwuriotor East
Nigeria,Abia,Ukwa East,Ikwuriotor West
Nigeria,Abia,Ukwa East,Mbam Abuo
Nigeria,Abia,Ukwa East,Mkpukpuaja Ogbuagu
Nigeria,Abia,Ukwa East,Obeaku
Nigeria,Abia,Ukwa East,Obohia
Nigeria,Abia,Ukwa East,Ohambele
Nigeria,Abia,Ukwa East,Ohuru/Mkporobe
Nigeria,Abia,Ukwa East,Umuigube Achara
Nigeria,Abia,Ukwa West,Asa North
Nigeria,Abia,Ukwa West,Asa South I
Nigeria,Abia,Ukwa West,Asa South II
Nigeria,Abia,Ukwa West,Ipu East
Nigeria,Abia,Ukwa West,Ipu South
Nigeria,Abia,Ukwa West,Ipu West
Nigeria,Abia,Ukwa West,Obokwe I
Nigeria,Abia,Ukwa West,Obokwe II
Nigeria,Abia,Ukwa West,Obuzor
Nigeria,Abia,Ukwa West,Ogwe
Nigeria,Abia,Ukwa West,Oza-Ukwu I
Nigeria,Abia,Ukwa West,Oza-Ukwu II
Nigeria,Abia,Ukwa West,Oza-West
Nigeria,Abia,Ukwa West,Umuikuisi-Asa
Nigeria,Abia,Umuahia North,Afaraukwu
Nigeria,Abia,Umuahia North,Afugiri 2
Nigeria,Abia,Umuahia North,Azueke
Nigeria,Abia,Umuahia North,Ibeku East 1
Nigeria,Abia,Umuahia North,Ibeku East 2
Nigeria,Abia,Umuahia North,Ibeku West
Nigeria,Abia,Umuahia North,Isingwu
Nigeria,Abia,Umuahia North,Mbaocha
Nigeria,Abia,Umuahia North,Ndume
Nigeria,Abia,Umuahia North,Nkwochara
Nigeria,Abia,Umuahia North,Nkwoegwu
Nigeria,Abia,Umuahia North,Okaiuga Alike
Nigeria,Abia,Umuahia North,Oriendu
Nigeria,Abia,Umuahia North,Umuhu (Umuahia North)
Nigeria,Abia,Umuahia North,Urban 1
Nigeria,Abia,Umuahia North,Urban 2
Nigeria,Abia,Umuahia North,Urban 3
Nigeria,Abia,Umuahia North,Urban 4
Nigeria,Abia,Umuahia North,Urban 5
Nigeria,Abia,Umuahia South,A U U
Nigeria,Abia,Umuahia South,Ahiaukwu A
Nigeria,Abia,Umuahia South,Ahiaukwu B
Nigeria,Abia,Umuahia South,Amakama
Nigeria,Abia,Umuahia South,Ezeleke
Nigeria,Abia,Umuahia South,Eziama (Umuahia South)
Nigeria,Abia,Umuahia South,Nsirimo
Nigeria,Abia,Umuahia South,Ogbodiukwu
Nigeria,Abia,Umuahia South,Ohiaocha
Nigeria,Abia,Umuahia South,Old Umuahia
Nigeria,Abia,Umuahia South,Omaegwu
Nigeria,Abia,Umuahia South,Ubakala A
Nigeria,Abia,Umuahia South,Ubakala B
Nigeria,Abia,Umunneochi,Amaorie
Nigeria,Abia,Umunneochi,Amuba Umuagbuele
Nigeria,Abia,Umunneochi,Amuda
Nigeria,Abia,Umunneochi,Aroikpa
Nigeria,Abia,Umunneochi,Eziama Agbor
Nigeria,Abia,Umunneochi,Ezingodo
Nigeria,Abia,Umunneochi,Lekwesi
Nigeria,Abia,Umunneochi,Leru
Nigeria,Abia,Umunneochi,Lokpanta
Nigeria,Abia,Umunneochi,Lokpaukwu
Nigeria,Abia,Umunneochi,Mbala Achara
Nigeria,Abia,Umunneochi,Obinulo/Umuogbokocha/Uhude
Nigeria,Abia,Umunneochi,Obinurulo/Obigu Lomara
Nigeria,Abia,Umunneochi,Ubahu Akawa
Nigeria,Abia,Umunneochi,Umuaku 1
Nigeria,Abia,Umunneochi,Umuaku II
Nigeria,Abia,Umunneochi,Umudim Uhuolugho
Nigeria,Abia,Umunneochi,Umuobasi
Nigeria,Adamawa,Demsa,Bille
Nigeria,Adamawa,Demsa,Borrong
Nigeria,Adamawa,Demsa,Demsa
Nigeria,Adamawa,Demsa,Dilli
Nigeria,Adamawa,Demsa,Dong
Nigeria,Adamawa,Demsa,Dwam
Nigeria,Adamawa,Demsa,Gwamba
Nigeria,Adamawa,Demsa,Kpasham
Nigeria,Adamawa,Demsa,Mbula
Nigeria,Adamawa,Demsa,Nassarawo Demsa
Nigeria,Adamawa,Fufore,Beti
Nigeria,Adamawa,Fufore,Farang
Nigeria,Adamawa,Fufore,Fufore
Nigeria,Adamawa,Fufore,Gurin
Nigeria,Adamawa,Fufore,Karlahi
Nigeria,Adamawa,Fufore,Mayo-Ine
Nigeria,Adamawa,Fufore,Pariya
Nigeria,Adamawa,Fufore,Ribadu
Nigeria,Adamawa,Fufore,Uki-Tuki
Nigeria,Adamawa,Fufore,Wuro-Bokki
Nigeria,Adamawa,Fufore,Yadim
Nigeria,Adamawa,Ganye,Bakari Goso
Nigeria,Adamawa,Ganye,Gamu
Nigeria,Adamawa,Ganye,Ganye 1
Nigeria,Adamawa,Ganye,Ganye 2
Nigeria,Adamawa,Ganye,Gurum Pawo
Nigeria,Adamawa,Ganye,Jaggu
Nigeria,Adamawa,Ganye,Sangassumi
Nigeria,Adamawa,Ganye,Sugu
Nigeria,Adamawa,Ganye,Timdore
Nigeria,Adamawa,Ganye,Yebbi
Nigeria,Adamawa,Girei,Dakri
Nigeria,Adamawa,Girei,Damare
Nigeria,Adamawa,Girei,Gereng
Nigeria,Adamawa,Girei,Girei I
Nigeria,Adamawa,Girei,Girei II
Nigeria,Adamawa,Girei,Jera Bakari
Nigeria,Adamawa,Girei,Jera Bonyo
Nigeria,Adamawa,Girei,Modire
Nigeria,Adamawa,Girei,Tambo
Nigeria,Adamawa,Girei,Wuro-Dole
Nigeria,Adamawa,Gombi,Boga
Nigeria,Adamawa,Gombi,Duwa
Nigeria,Adamawa,Gombi,Ga'anda
Nigeria,Adamawa,Gombi,Gabun
Nigeria,Adamawa,Gombi,Garkida
Nigeria,Adamawa,Gombi,Gombi North
Nigeria,Adamawa,Gombi,Gombi South
Nigeria,Adamawa,Gombi,Guyaku
Nigeria,Adamawa,Gombi,Tawa
Nigeria,Adamawa,Gombi,Yang
Nigeria,Adamawa,Guyuk,Banjiram
Nigeria,Adamawa,Guyuk,Bobini
Nigeria,Adamawa,Guyuk,Bodeno
Nigeria,Adamawa,Guyuk,Chikila
Nigeria,Adamawa,Guyuk,Dukul
Nigeria,Adamawa,Guyuk,Dumna
Nigeria,Adamawa,Guyuk,Guyuk
Nigeria,Adamawa,Guyuk,Kola
Nigeria,Adamawa,Guyuk,Lokoro
Nigeria,Adamawa,Guyuk,Purokayo
Nigeria,Adamawa,Hong,Bangshika
Nigeria,Adamawa,Hong,Daksiri
Nigeria,Adamawa,Hong,Garaha
Nigeria,Adamawa,Hong,Gaya Silkami
Nigeria,Adamawa,Hong,Hildi
Nigeria,Adamawa,Hong,Hong
Nigeria,Adamawa,Hong,Hosheri-Zum
Nigeria,Adamawa,Hong,Kwarhi
Nigeria,Adamawa,Hong,Mayo-Lope
Nigeria,Adamawa,Hong,Shangui
Nigeria,Adamawa,Hong,Thilbang
Nigeria,Adamawa,Hong,Uba
Nigeria,Adamawa,Jada,Danaba
Nigeria,Adamawa,Jada,Jada 1
Nigeria,Adamawa,Jada,Jada 2
Nigeria,Adamawa,Jada,Koma 1
Nigeria,Adamawa,Jada,Koma 2
Nigeria,Adamawa,Jada,Leko
Nigeria,Adamawa,Jada,Mapeo
Nigeria,Adamawa,Jada,Mayo-Kalaye
Nigeria,Adamawa,Jada,Mbulo
Nigeria,Adamawa,Jada,Nyibango
Nigeria,Adamawa,Jada,Yelli
Nigeria,Adamawa,Lamurde,Dubwange
Nigeria,Adamawa,Lamurde,Gyawana
Nigeria,Adamawa,Lamurde,Lafiya
Nigeria,Adamawa,Lamurde,Lamurde (Lamurde)
Nigeria,Adamawa,Lamurde,Ngbakawo
Nigeria,Adamawa,Lamurde,Ngbebongun
Nigeria,Adamawa,Lamurde,Opalo
Nigeria,Adamawa,Lamurde,Rigange
Nigeria,Adamawa,Lamurde,Suwa
Nigeria,Adamawa,Lamurde,Waduku
Nigeria,Adamawa,Madagali,Bebel
Nigeria,Adamawa,Madagali,Duhu
Nigeria,Adamawa,Madagali,Gulak
Nigeria,Adamawa,Madagali,Hyambula
Nigeria,Adamawa,Madagali,Kirchinga
Nigeria,Adamawa,Madagali,Madagali
Nigeria,Adamawa,Madagali,Pallam
Nigeria,Adamawa,Madagali,Sukur
Nigeria,Adamawa,Madagali,Wagga (Madagali)
Nigeria,Adamawa,Madagali,Wulla
Nigeria,Adamawa,Maiha,Belel
Nigeria,Adamawa,Maiha,Humbutudi
Nigeria,Adamawa,Maiha,Konkol
Nigeria,Adamawa,Maiha,Maiha Gari
Nigeria,Adamawa,Maiha,Manjekin
Nigeria,Adamawa,Maiha,Mayo-Nguli
Nigeria,Adamawa,Maiha,Pakka
Nigeria,Adamawa,Maiha,Soaru A
Nigeria,Adamawa,Maiha,Soaru B
Nigeria,Adamawa,Maiha,Tambajam
Nigeria,Adamawa,Mayo-Belwa,Bajama
Nigeria,Adamawa,Mayo-Belwa,Binyeri
Nigeria,Adamawa,Mayo-Belwa,Gangfada
Nigeria,Adamawa,Mayo-Belwa,Gengle
Nigeria,Adamawa,Mayo-Belwa,Gorobi
Nigeria,Adamawa,Mayo-Belwa,Jereng
Nigeria,Adamawa,Mayo-Belwa,Mayo-farang
Nigeria,Adamawa,Mayo-Belwa,Mbilla
Nigeria,Adamawa,Mayo-Belwa,Ndikong
Nigeria,Adamawa,Mayo-Belwa,Ribadu (Mayo-Belwa)
Nigeria,Adamawa,Mayo-Belwa,Tola
Nigeria,Adamawa,Mayo-Belwa,Yoffo
Nigeria,Adamawa,Michika,Bazza Margi
Nigeria,Adamawa,Michika,Futudou/Futuless
Nigeria,Adamawa,Michika,Garta/Ghumchi
Nigeria,Adamawa,Michika,Jigalambu
Nigeria,Adamawa,Michika,Madzi
Nigeria,Adamawa,Michika,Michika 1
Nigeria,Adamawa,Michika,Michika 2
Nigeria,Adamawa,Michika,Minkisi/Wurongiki
Nigeria,Adamawa,Michika,Moda/Dlaka
Nigeria,Adamawa,Michika,Munkavachitta
Nigeria,Adamawa,Michika,Sina/Kamale
Nigeria,Adamawa,Michika,Tsukumu/Tilijo
Nigeria,Adamawa,Michika,Tumbarangabili
Nigeria,Adamawa,Michika,Vih/Bokka
Nigeria,Adamawa,Michika,Wambilim/Tilli
Nigeria,Adamawa,Michika,Zah
Nigeria,Adamawa,Mubi North,Bahuli
Nigeria,Adamawa,Mubi North,Besto
Nigeria,Adamawa,Mubi North,Digil
Nigeria,Adamawa,Mubi North,Kolere
Nigeria,Adamawa,Mubi North,Lokuwa
Nigeria,Adamawa,Mubi North,Mayo-Bani
Nigeria,Adamawa,Mubi North,Mijilu
Nigeria,Adamawa,Mubi North,Muchalla
Nigeria,Adamawa,Mubi North,Sabon Layi
Nigeria,Adamawa,Mubi North,Vimtim
Nigeria,Adamawa,Mubi North,Yelwa (Mubi North)
Nigeria,Adamawa,Mubi South,Dirbishi
Nigeria,Adamawa,Mubi South,Duvu
Nigeria,Adamawa,Mubi South,Gella
Nigeria,Adamawa,Mubi South,Gude
Nigeria,Adamawa,Mubi South,Kwaja
Nigeria,Adamawa,Mubi South,Lamurde (Mubi South)
Nigeria,Adamawa,Mubi South,Mugulbu
Nigeria,Adamawa,Mubi South,Mujara
Nigeria,Adamawa,Mubi South,Nasarawo
Nigeria,Adamawa,Mubi South,Nduku
Nigeria,Adamawa,Numan,Bare
Nigeria,Adamawa,Numan,Bolki
Nigeria,Adamawa,Numan,Gamadio
Nigeria,Adamawa,Numan,Imburu
Nigeria,Adamawa,Numan,Kodomti
Nigeria,Adamawa,Numan,Numan 1
Nigeria,Adamawa,Numan,Numan 2
Nigeria,Adamawa,Numan,Numan 3
Nigeria,Adamawa,Numan,Sabon Pegi
Nigeria,Adamawa,Numan,Vulpi
Nigeria,Adamawa,Shelleng,Bakta
Nigeria,Adamawa,Shelleng,Bodwai
Nigeria,Adamawa,Shelleng,Gundo
Nigeria,Adamawa,Shelleng,Gwapopolok
Nigeria,Adamawa,Shelleng,Jumbul
Nigeria,Adamawa,Shelleng,Ketembere
Nigeria,Adamawa,Shelleng,Kiri
Nigeria,Adamawa,Shelleng,Libbo
Nigeria,Adamawa,Shelleng,Shelleng
Nigeria,Adamawa,Shelleng,Talum
Nigeria,Adamawa,Song,Dirma
Nigeria,Adamawa,Song,Dumne
Nigeria,Adamawa,Song,Gudu/Mboi
Nigeria,Adamawa,Song,Kilange Funa
Nigeria,Adamawa,Song,Kilange Hirna
Nigeria,Adamawa,Song,Sigire
Nigeria,Adamawa,Song,Song Gari
Nigeria,Adamawa,Song,Song Waje
Nigeria,Adamawa,Song,Suktu
Nigeria,Adamawa,Song,Waltadi
Nigeria,Adamawa,Song,Zumo
Nigeria,Adamawa,Toungo,Dawo 1
Nigeria,Adamawa,Toungo,Dawo 2
Nigeria,Adamawa,Toungo,Gumti
Nigeria,Adamawa,Toungo,Kiri 1
Nigeria,Adamawa,Toungo,Kiri 2
Nigeria,Adamawa,Toungo,Kogin Baba 1
Nigeria,Adamawa,Toungo,Kogin Baba 2
Nigeria,Adamawa,Toungo,Toungo 1
Nigeria,Adamawa,Toungo,Toungo 2
Nigeria,Adamawa,Toungo,Toungo 3
Nigeria,Adamawa,Yola North,Ajiya
Nigeria,Adamawa,Yola North,Alkalawa
Nigeria,Adamawa,Yola North,Doubeli
Nigeria,Adamawa,Yola North,Gwadabawa
Nigeria,Adamawa,Yola North,Jambutu
Nigeria,Adamawa,Yola North,Karewa
Nigeria,Adamawa,Yola North,Limawa
Nigeria,Adamawa,Yola North,Luggere
Nigeria,Adamawa,Yola North,Nassarawo
Nigeria,Adamawa,Yola North,Rumde
Nigeria,Adamawa,Yola North,Yelwa
Nigeria,Adamawa,Yola South,Adarawo
Nigeria,Adamawa,Yola South,Bako
Nigeria,Adamawa,Yola South,Bole-Yoldepate
Nigeria,Adamawa,Yola South,Makama A
Nigeria,Adamawa,Yola South,Makama B
Nigeria,Adamawa,Yola South,Mbamba
Nigeria,Adamawa,Yola South,Mbamoi
Nigeria,Adamawa,Yola South,Namtari
Nigeria,Adamawa,Yola South,Ngurore
Nigeria,Adamawa,Yola South,Toungo
Nigeria,Adamawa,Yola South,Yolde Kohi
Nigeria,Akwa-Ibom,Abak,Otoro 2
Nigeria,Akwa-Ibom,Abak,Abak Urban 1
Nigeria,Akwa-Ibom,Abak,Abak Urban 2
Nigeria,Akwa-Ibom,Abak,Abak Urban 3
Nigeria,Akwa-Ibom,Abak,Abak Urban 4
Nigeria,Akwa-Ibom,Abak,Afaha Obong 1
Nigeria,Akwa-Ibom,Abak,Afaha Obong 2
Nigeria,Akwa-Ibom,Abak,Midim 1
Nigeria,Akwa-Ibom,Abak,Midim 2
Nigeria,Akwa-Ibom,Abak,Otoro 1
Nigeria,Akwa-Ibom,Abak,Otoro 3
Nigeria,Akwa-Ibom,Eastern Obolo,Eastern Obolo 1
Nigeria,Akwa-Ibom,Eastern Obolo,Eastern Obolo 10
Nigeria,Akwa-Ibom,Eastern Obolo,Eastern Obolo 2
Nigeria,Akwa-Ibom,Eastern Obolo,Eastern Obolo 3
Nigeria,Akwa-Ibom,Eastern Obolo,Eastern Obolo 4
Nigeria,Akwa-Ibom,Eastern Obolo,Eastern Obolo 5
Nigeria,Akwa-Ibom,Eastern Obolo,Eastern Obolo 6
Nigeria,Akwa-Ibom,Eastern Obolo,Eastern Obolo 7
Nigeria,Akwa-Ibom,Eastern Obolo,Eastern Obolo 8
Nigeria,Akwa-Ibom,Eastern Obolo,Eastern Obolo 9
Nigeria,Akwa-Ibom,Eket,Eket Central 1
Nigeria,Akwa-Ibom,Eket,Eket Central 2
Nigeria,Akwa-Ibom,Eket,Eket Central 3
Nigeria,Akwa-Ibom,Eket,Eket Central 4
Nigeria,Akwa-Ibom,Eket,Eket Central 5
Nigeria,Akwa-Ibom,Eket,Eket Okon 2
Nigeria,Akwa-Ibom,Eket,Eket Urban 1
Nigeria,Akwa-Ibom,Eket,Eket Urban 2
Nigeria,Akwa-Ibom,Eket,Eket Urban 3
Nigeria,Akwa-Ibom,Eket,Eket Urban 4
Nigeria,Akwa-Ibom,Eket,Okon 1
Nigeria,Akwa-Ibom,Esit Eket,Uquo 1
Nigeria,Akwa-Ibom,Esit Eket,Uquo 10 ward
Nigeria,Akwa-Ibom,Esit Eket,Uquo 2
Nigeria,Akwa-Ibom,Esit Eket,Uquo 3 ward
Nigeria,Akwa-Ibom,Esit Eket,Uquo 4
Nigeria,Akwa-Ibom,Esit Eket,Uquo 5
Nigeria,Akwa-Ibom,Esit Eket,Uquo 6
Nigeria,Akwa-Ibom,Esit Eket,Uquo 7
Nigeria,Akwa-Ibom,Esit Eket,Uquo 8 ward
Nigeria,Akwa-Ibom,Esit Eket,Uquo 9
Nigeria,Akwa-Ibom,Essien Udim,Adiasim
